Product ID;Product;Brand;Category;pricing_role_category;URL;Price;Image URL;__rowIndex;__id
88754501;DIOR Diorshow Mono Eyeshadow:516 Delicate;DIOR;Makeup;;https://www.kicks.no/sok?search-query=88754501;;;92012;88754501
88065444;GAC EYE LINER:3;Armani;Makeup;;https://www.kicks.no/sok?search-query=88065444;;;92013;88065444
94027278;Lumene Luminous Moisture Lipstick 05 Heather Heart;Lumene;Makeup;C;https://www.kicks.no/sok?search-query=94027278;;https://images.matas.dk/encode/94027278_20250715132100.jpg;92014;94027278
88992288;Rodial InstaglamTM Skin Tinted Rio :40ml;Rodial;Makeup;;https://www.kicks.no/sok?search-query=88992288;;;92015;88992288
94009493;Benefit Ka-Brow! Cream color Eyebrowgel:3 Warm light blonde 3 g;Benefit Cosmetics;Makeup;;https://www.kicks.no/sok?search-query=94009493;;;92016;94009493
94171926;MOIRA Supernova Glitz Shadow 006 Galaxsea;MOIRA;Makeup;;https://www.kicks.no/sok?search-query=94171926;;;92017;94171926
78697596;N DIOR VERN GL 118 ACAPULCO;DIOR;Makeup;;https://www.kicks.no/sok?search-query=78697596;;;92018;78697596
94158007;Hickap Candy Circus Body Butter 150 ml;HICKAP;Makeup;C;https://www.kicks.no/sok?search-query=94158007;;https://images.matas.dk/encode/94158007_1_20260506095900.jpg;92019;94158007
94070937;Maria Åkerberg Olive Cleansing 30 ml;MARIA ÅKERBERG;Skin care;C;https://www.kicks.no/sok?search-query=94070937;;https://images.matas.dk/encode/94070937_1_20251007134100.jpg;92020;94070937
94009321;OPI NAGELLACK:NLB83 No Room for the Blues 15 ml;OPI;Makeup;;https://www.kicks.no/sok?search-query=94009321;;;92021;94009321
94053339;ILIA Beauty Essential Brow Gel Blonde 3,8 ml;ILIA Beauty;Makeup;;https://www.kicks.no/sok?search-query=94053339;;;92022;94053339
89863146;NYX PMU Eye Shadow Base Eye Shadows:Black 7 GRM;NYX PROFESSIONAL MAKEUP;Makeup;;https://www.kicks.no/sok?search-query=89863146;;;92023;89863146
94147957;Charlotte Tilbury Charlotte’S Beautiful Skin Foundation 8_Neutral;Charlotte Tilbury;Makeup;C;https://www.kicks.no/sok?search-query=94147957;;https://images.matas.dk/encode/94147957_20250827152600.jpg;92024;94147957
695413;MAC Lipstick 3g Blankety;MAC;Makeup;;https://www.kicks.no/sok?search-query=695413;;https://images.matas.dk/encode/695413_Swatch_20231027181213.jpg;92025;695413
30900658;DEPEND 4098 ÖGONFRANS NÄRING;Depend;Makeup;;https://www.kicks.no/sok?search-query=30900658;;;92026;30900658
77990125;UNE SFUMATO EYES PENCIL S27;Une;Makeup;;https://www.kicks.no/sok?search-query=77990125;;;92027;77990125
94147690;Lancaster Sun Beauty Face Gel SPF30 High Protection 50ml;Lancaster;Makeup;;https://www.kicks.no/sok?search-query=94147690;;https://images.matas.dk/encode/94147690_20260506180200.jpg;92028;94147690
94007136;M BROWN Jasmin + Sun Rose Edt:100 ml;Molton Brown;Fragrances;;https://www.kicks.no/sok?search-query=94007136;;;92029;94007136
94014552;BeautyAct  Glow-Up Liquid Illuminator Bronze;BeautyAct;Makeup;;https://www.kicks.no/sok?search-query=94014552;;;92030;94014552
88219499;Lancome Belle De Teint Powder:06;Lancôme;Makeup;;https://www.kicks.no/sok?search-query=88219499;;;92031;88219499
94148646;Too Faced Lashes Ever After - Better Than Sex Mascara Duo Gift Box;Too Faced;Makeup;C;https://www.kicks.no/sok?search-query=94148646;;https://images.matas.dk/encode/94148646_20251014150900.jpg;92032;94148646
94037339;SWATI Coloured Lenses TIGERS EYE – Faux Mink Lashes False lashes Black;SWATI Cosmetics;Makeup;;https://www.kicks.no/sok?search-query=94037339;;;92033;94037339
94052779;Atelier Rouge Spring Collection 2023 Runway Hot Pink;Atelier Rouge;Makeup;;https://www.kicks.no/sok?search-query=94052779;;;92034;94052779
691822;Kérastase Specifiqué Bain Antipelliculaire shampoo 250ML;KÉRASTASE;Hair care and styling;;https://www.kicks.no/sok?search-query=691822;;https://images.matas.dk/encode/691822_1_20231024160446.jpg;92035;691822
88486913;ORIGINS COMFORT MOOD HAND CREAM 75ML;Origins;Makeup;;https://www.kicks.no/sok?search-query=88486913;;;92036;88486913
88738237;LANC Juicy Shaker Lipgloss:301;Lancôme;Makeup;;https://www.kicks.no/sok?search-query=88738237;;;92037;88738237
10371728;Four Reasons BASE Cool Control Shampoo;Four Reasons;Hair care and styling;;https://www.kicks.no/sok?search-query=10371728;;;92038;10371728
44632057;LM FDT PWD SMOOTH FINISH 6;Laura Mercier;Makeup;;https://www.kicks.no/sok?search-query=44632057;;;92039;44632057
94010368;Lumene Matte Oil-control Primer 20 ml;Lumene;Makeup;;https://www.kicks.no/sok?search-query=94010368;;;92040;94010368
90413924;Nars Lipstick Lipstick:Gipsy 4 G;NARS;Makeup;;https://www.kicks.no/sok?search-query=90413924;;;92041;90413924
88055457;M KORS Sporty Shade Nail Lacquer:Crowd-Pleaser;Michael Kors;Makeup;;https://www.kicks.no/sok?search-query=88055457;;;92042;88055457
10367265;Gisou Honey Glaze Collagen Therapy Lip Mask 15 ml;Gisou;Makeup;;https://www.kicks.no/sok?search-query=10367265;;;92043;10367265
90237660;YSL Rouge Pur Couture the Slim Lipstick:13;Yves Saint Laurent;Makeup;C;https://www.kicks.no/sok?search-query=90237660;;;92044;90237660
90515081;Grown Alchemist Enzyme Exfoliant Facial Peeling:75 ml;Grown Alchemist;Skin care;;https://www.kicks.no/sok?search-query=90515081;;;92045;90515081
89259831;Mac Pro Longwear Long-Lasting Lips Single Minded;MAC;Makeup;;https://www.kicks.no/sok?search-query=89259831;;;92046;89259831
94021079;MAC Flashing Ice Extra Dimension Skinfinish Trio Highlighter Light 9 g;MAC;Makeup;;https://www.kicks.no/sok?search-query=94021079;;;92047;94021079
724586;LA Skin Feels Good Cool Porcelaine;Lancôme;Makeup;;https://www.kicks.no/sok?search-query=724586;;;92048;724586
86739653;SCRATCH CRYSTAL STONE;Scratch Nails;Makeup;C;https://www.kicks.no/sok?search-query=86739653;;https://images.matas.dk/encode/86739653_20250710162300.jpg;92049;86739653
90276165;DAVINES Liquid Spell Hair Treatment:125 ml;DAVINES;Hair care and styling;;https://www.kicks.no/sok?search-query=90276165;;;92050;90276165
94109759;Morphe Hot Shot Sun Drops Money Honey;Morphe;Makeup;;https://www.kicks.no/sok?search-query=94109759;;https://images.matas.dk/encode/94109759_20250718154500.jpg;92051;94109759
88272765;L MERCI PAINT WASH LIQUID LIP lipgloss:. VERMILLION RED 6 ml;Laura Mercier;Makeup;;https://www.kicks.no/sok?search-query=88272765;;;92052;88272765
194101420853;Rejuvenating Mask;Hydropeptide;Medicare;;https://www.kicks.no/sok?search-query=194101420853;;;92053;194101420853
89066615;ROUGE DIOR CONTOUR PEN LIPLINER:080 Red Smile 1,2 g;DIOR;Makeup;;https://www.kicks.no/sok?search-query=89066615;;;92054;89066615
42736264;JANE PUREPRESSED REFILL W SILK;jane iredale;Makeup;;https://www.kicks.no/sok?search-query=42736264;;;92055;42736264
83315572;LM SECOND SKIN CHEEK COLOUR SP;Laura Mercier;Makeup;;https://www.kicks.no/sok?search-query=83315572;;;92056;83315572
89944220;Sally H Color Therapy 372 Wine Therapy 15 ml;Sally Hansen;Makeup;;https://www.kicks.no/sok?search-query=89944220;;;92057;89944220
88740674;KICKS METALLIC TATTOO:DREAMY NIGHTS;KICKS Beauty;Makeup;;https://www.kicks.no/sok?search-query=88740674;;;92058;88740674
89791914;O Henriksen Instant Transformation Facial 50 ml;Ole Henriksen;Skin care;;https://www.kicks.no/sok?search-query=89791914;;;92059;89791914
740387;D&G Dolce Peony EDP 50 ml;Dolce & Gabbana;Fragrances;C;https://www.kicks.no/sok?search-query=740387;;https://images.matas.dk/encode/8057971186952_20250508083300.jpg;92060;740387
94029723;Armani Beauty Luminous Silk Cpt Refill Foundation 2 3,5 g;Armani;Makeup;;https://www.kicks.no/sok?search-query=94029723;;;92061;94029723
89163459;ANAST Lip Gloss Lip Gloss:Sunset Strip;Anastasia Beverly Hills;Makeup;;https://www.kicks.no/sok?search-query=89163459;;;92062;89163459
31409402;DOVE SUMMER LOTION LIGHT 250ML;Dove;Makeup;;https://www.kicks.no/sok?search-query=31409402;;;92063;31409402
88991124;BIOT Biosource Duo Set Pnm Cleansing:400 ml;Biotherm;Skin care;;https://www.kicks.no/sok?search-query=88991124;;;92064;88991124
